UF;NACIONALIDADE;CLASSIFICACAO;QTD
RO;INDIA;Residente;8
RO;SUÍCA;Residente;4
RO;CUBA;Temporário;8
RO;AUSTRIA;Residente;3
RO;GUIANA;Residente;2
RO;EQUADOR;Temporário;5
RO;POLÔNIA;Residente;5
RO;ERITRÉIA;Provisório;1
RO;GUIANA;Temporário;3
RO;SURINAME;Residente;1
RO;HONDURAS;Temporário;1
RO;CHILE;Temporário;2
RO;BANGLADESH;Provisório;1
RO;PARAGUAI;Provisório;1
RO;FILIPINAS;Residente;3
RO;MARROCOS;Provisório;6
RO;GUIANA;Provisório;1
RO;QUÊNIA;Residente;1
RO;NOVA ZELÂNDIA;Residente;2
RO;SUÉCIA;Residente;1
RO;ROMÊNIA;Residente;5
RO;UGANDA;Temporário;1
RO;ZÂMBIA;Residente;1
RO;APÁTRIDA;Residente;2
RO;BÉLGICA;Residente;4
RO;ANGOLA;Temporário;4
RO;REP. DOMINICANA;Residente;1
RO;SÍRIA;Provisório;1
RO;MOÇAMBIQUE;Residente;3
RO;NORUEGA;Residente;3
RO;CABO VERDE;Residente;5
RO;BULGÁRIA;Residente;1
RO;EGITO;Residente;12
RO;REPÚBLICA TCHECA;Residente;1
RO;MÉXICO;Provisório;1
RO;MALAVI;Temporário;1
RO;PAQUISTÃO;Residente;7
RO;GUATEMALA;Residente;4
RO;HONDURAS;Residente;2
RO;SRI LANKA;Residente;1
RO;ISRAEL;Residente;1
RO;GUIANA FRANCESA;Residente;2
RO;ESPANHA;Provisório;1
RO;MONGÓLIA;Temporário;1
PR;ARGENTINA;Fronteiriço;150
PR;BOLÍVIA;Fronteiriço;2
PR;NORUEGA;Temporário;2
PR;GUIANA;Provisório;3
PR;ROMÊNIA;Provisório;5
PR;IRAQUE;Provisório;1
PR;LÍBANO;Fronteiriço;2
PR;MYANMAR;Residente;1
PR;URUGUAI;Fronteiriço;1
PR;QUÊNIA;Provisório;1
PR;CABO VERDE;Provisório;1
PR;TANZÂNIA;Provisório;4
PR;FRANÇA;Provisório;1
PR;BÉLGICA;Provisório;1
PR;JORDÂNIA;Provisório;2
PR;LIBÉRIA;Residente;2
PR;LIBÉRIA;Provisório;1
PR;PAQUISTÃO;Fronteiriço;1
PF;PORTUGAL;Residente;1179
PF;ALEMANHA;Residente;195
PF;ITÁLIA;Residente;364
PF;LÍBANO;Residente;74
PF;ESPANHA;Residente;427
PF;ESTADOS UNIDOS;Residente;129
PF;JAPÃO;Residente;491
PF;URUGUAI;Residente;129
PF;CHINA;Residente;43
PF;PARAGUAI;Residente;49
PF;BOLÍVIA;Residente;47
PF;BÉLGICA;Residente;13
PF;ROMÊNIA;Residente;57
PF;ARGENTINA;Residente;152
PF;CHILE;Residente;70
PF;FRANÇA;Residente;56
PF;CORÉIA DO SUL;Residente;33
PF;PAÍSES BAIXOS;Residente;29
PF;GRÉCIA;Residente;18
PF;VENEZUELA;Residente;6
PF;HUNGRIA;Residente;25
PF;EL SALVADOR;Residente;2
PF;AUSTRIA;Residente;28
PF;REINO UNIDO;Residente;38
PF;PERU;Residente;13
PF;SÍRIA;Residente;54
PF;LITUÂNIA;Residente;42
PF;POLÔNIA;Residente;77
PF;AFRICA DO SUL;Residente;2
PF;RÚSSIA;Residente;21
PF;JORDÂNIA;Residente;21
PF;IRÃ;Residente;4
PF;SUÍCA;Residente;26
PF;SERVIA E MONTENEGRO;Residente;45
PF;FINLÂNDIA;Residente;5
PF;UNIÃO SOVIÉTICA;Residente;11
PF;APÁTRIDA;Residente;16
PF;MÉXICO;Residente;5
PF;LETÔNIA;Residente;4
PF;ISRAEL;Residente;7
PF;UCRÂNIA;Residente;13
PF;NORUEGA;Residente;3
PF;ANGOLA;Residente;14
PF;CANADÁ;Residente;10
PF;AUSTRÁLIA;Residente;7
PF;DINAMARCA;Residente;3
PF;COLÔMBIA;Residente;2
PF;NICARÁGUA;Residente;2
PF;CABO VERDE;Residente;2
PF;SUÉCIA;Residente;4
PF;IRLANDA;Residente;2
PF;INDONÉSIA;Residente;2
PF;BULGÁRIA;Residente;1
PF;TCHECOSLOVAQUIA;Residente;2
PF;MARROCOS;Residente;2
PF;COSTA RICA;Residente;1
PF;ESTÔNIA;Residente;2
PF;TERRAS AUSTRAIS;Residente;1
PF;ARMÊNIA;Residente;1
PF;COSTA DO MARFIM;Residente;1
PF;NIGÉRIA;Residente;1
PF;TREGUA, ESTADO;Residente;1
PF;INDIA;Residente;2
PF;FILIPINAS;Residente;1
PF;CUBA;Residente;2
PF;EQUADOR;Residente;1
PF;PANAMÁ;Residente;2
PF;GUIANA FRANCESA;Residente;1
PF;EGITO;Residente;3
PF;SURINAME;Residente;2
PF;CINGAPURA;Residente;1
PF;MALTA;Residente;1
PF;CORÉIA DO NORTE;Residente;1
PF;VIETINA;Residente;1
PF;JAMAICA;Residente;1
PF;CEUTA E MELILLA;Residente;1
PF;HONG-KONG (R.A.E.);Residente;3
PF;ILHAS SERRANAS;Residente;1
PF;TURQUIA;Residente;1
PF;ARÁBIA SAUDITA;Residente;1
PF;MALI;Residente;1
PF;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
MT;BOLÍVIA;Residente;1745
MT;BOLÍVIA;Temporário;835
MT;VENEZUELA;Temporário;9498
MT;HAITI;Residente;4324
MT;CUBA;Residente;199
MT;MÉXICO;Temporário;13
MT;MÉXICO;Residente;22
MT;EGITO;Residente;16
MT;CUBA;Provisório;746
MT;PORTUGAL;Residente;461
MT;CHILE;Temporário;18
MT;ITÁLIA;Residente;199
MT;COLÔMBIA;Residente;395
MT;PARAGUAI;Residente;543
MT;BOLÍVIA;Fronteiriço;27
MT;PAÍSES BAIXOS;Residente;26
MT;GRÉCIA;Residente;2
MT;CHINA;Temporário;13
MT;VENEZUELA;Provisório;820
MT;COLÔMBIA;Temporário;234
MT;VENEZUELA;Residente;8611
MT;URUGUAI;Residente;62
MT;ESPANHA;Residente;155
MT;JAPÃO;Residente;178
MT;ARGENTINA;Residente;216
MT;INDIA;Residente;23
MT;ARGENTINA;Temporário;57
MT;EQUADOR;Residente;36
MT;ESTADOS UNIDOS;Residente;277
MT;PERU;Residente;247
MT;BENIN;Residente;1
MT;PANAMÁ;Residente;6
MT;COLÔMBIA;Provisório;86
MT;HAITI;Temporário;454
MT;ALEMANHA;Residente;99
MT;QUÊNIA;Residente;4
MT;HONDURAS;Residente;4
MT;MOÇAMBIQUE;Temporário;13
MT;CHILE;Residente;88
MT;PARAGUAI;Temporário;180
MT;EL SALVADOR;Residente;10
MT;CUBA;Temporário;21
MT;NEPAL;Temporário;1
MT;ALEMANHA;Temporário;11
MT;NIGÉRIA;Temporário;8
MT;RÚSSIA;Residente;10
MT;GUINÉ BISSAU;Residente;10
MT;FRANÇA;Residente;86
MT;CORÉIA DO SUL;Residente;22
MT;REINO UNIDO;Residente;53
MT;MARROCOS;Residente;15
MT;SENEGAL;Residente;66
MT;ISRAEL;Residente;2
MT;SUDÃO;Residente;17
MT;ARGÉLIA;Residente;3
MT;JORDÂNIA;Residente;21
MT;ROMÊNIA;Residente;9
MT;IRAQUE;Residente;5
MT;ESTÔNIA;Temporário;1
MT;PERU;Temporário;88
MT;IRÃ;Provisório;3
MT;AUSTRIA;Residente;14
MG;MAURITÂNIA;Provisório;7
MG;LÍBANO;Temporário;1
MG;GUINÉ BISSAU;Provisório;1
DF;LÍBANO;Residente;252
DF;JORDÂNIA;Residente;108
DF;VENEZUELA;Residente;5612
DF;CHILE;Residente;419
DF;REINO UNIDO;Residente;275
DF;JAPÃO;Residente;501
DF;ITÁLIA;Residente;479
DF;CUBA;Provisório;1190
DF;ESPANHA;Residente;501
DF;VENEZUELA;Temporário;2876
DF;RÚSSIA;Temporário;11
DF;ARGENTINA;Residente;845
DF;PAÍSES BAIXOS;Residente;169
DF;CUBA;Residente;650
DF;ESTADOS UNIDOS;Residente;1061
DF;PERU;Residente;747
DF;FRANÇA;Residente;490
DF;BANGLADESH;Residente;280
DF;ISRAEL;Residente;45
DF;CHINA;Residente;602
DF;PERU;Temporário;169
DF;NOVA ZELÂNDIA;Residente;32
DF;COLÔMBIA;Residente;1519
DF;COLÔMBIA;Temporário;950
DF;MÉXICO;Residente;152
DF;PARAGUAI;Residente;264
DF;URUGUAI;Residente;227
DF;PAQUISTÃO;Residente;358
DF;SÍRIA;Residente;198
DF;ALEMANHA;Residente;350
DF;EQUADOR;Provisório;7
DF;HAITI;Provisório;22
DF;VENEZUELA;Provisório;208
DF;GRÉCIA;Residente;51
DF;ESTADOS UNIDOS;Temporário;125
DF;BANGLADESH;Provisório;48
DF;BÉLGICA;Residente;77
DF;IRAQUE;Residente;25
DF;MARROCOS;Provisório;25
DF;AFRICA DO SUL;Residente;26
DF;SUÍCA;Residente;99
DF;RÚSSIA;Provisório;10
DF;FRANÇA;Temporário;19
DF;CANADÁ;Residente;172
DF;BOLÍVIA;Residente;326
DF;BOLÍVIA;Temporário;88
DF;PORTUGAL;Residente;1088
DF;DINAMARCA;Residente;29
DF;POLÔNIA;Residente;86
DF;SÍRIA;Provisório;9
DF;NOVA ZELÂNDIA;Temporário;2
DF;GANA;Residente;324
DF;ROMÊNIA;Residente;24
DF;REP. DOMINICANA;Residente;28
DF;TUNÍSIA;Residente;23
DF;CORÉIA DO SUL;Temporário;7
DF;PALESTINA;Residente;69
DF;MARROCOS;Residente;61
DF;CHINA;Temporário;25
DF;HAITI;Temporário;86
DF;CORÉIA DO SUL;Residente;136
DF;GANA;Provisório;49
DF;HAITI;Residente;747
DF;CONGO;Residente;31
DF;IRÃ;Residente;64
DF;ANGOLA;Residente;103
DF;SENEGAL;Temporário;7
DF;NIGÉRIA;Residente;162
DF;MAURITÂNIA;Provisório;7
DF;BENIN;Provisório;8
DF;MOÇAMBIQUE;Temporário;45
DF;PORTUGAL;Temporário;40
DF;GABÃO;Residente;17
DF;ANGOLA;Temporário;51
DF;EGITO;Residente;61
DF;UCRÂNIA;Residente;71
DF;ARMÊNIA;Temporário;3
DF;DOMINICA;Residente;3
DF;FILIPINAS;Temporário;37
DF;SUDÃO;Residente;24
DF;PARAGUAI;Temporário;97
DF;GANA;Temporário;12
DF;MALÁSIA;Residente;9
DF;BANGLADESH;Temporário;5
DF;GUINÉ BISSAU;Temporário;32
DF;NICARÁGUA;Residente;21
DF;GUATEMALA;Residente;21
DF;TURQUIA;Provisório;9
DF;COSTA DO MARFIM;Residente;33
DF;AUSTRIA;Residente;48
DF;ALEMANHA;Temporário;10
DF;IRLANDA;Residente;43
DF;SUÉCIA;Residente;42
DF;CUBA;Temporário;30
DF;PANAMÁ;Residente;21
DF;RÚSSIA;Residente;102
DF;CHILE;Temporário;40
DF;GUIANA FRANCESA;Residente;11
DF;ESPANHA;Temporário;9
DF;MÉXICO;Temporário;24
DF;SENEGAL;Residente;94
DF;TURQUIA;Temporário;37
DF;EQUADOR;Temporário;49
DF;INDIA;Temporário;20
DF;MOÇAMBIQUE;Residente;36
DF;TOGO;Residente;22
DF;DINAMARCA;Temporário;9
DF;FINLÂNDIA;Residente;12
DF;SURINAME;Temporário;6
DF;LÍBANO;Provisório;18
DF;INDIA;Residente;85
DF;SENEGAL;Provisório;6
DF;GUINÉ;Residente;14
DF;NIGÉRIA;Provisório;12
DF;GUINÉ BISSAU;Residente;51
DF;AUSTRÁLIA;Residente;71
DF;REINO UNIDO;Temporário;29
DF;CAMARÕES;Residente;79
DF;LÍBIA;Residente;129
DF;CROÁCIA;Temporário;2
DF;NORUEGA;Residente;28
DF;EL SALVADOR;Residente;38
DF;EGITO;Provisório;5
DF;ARGENTINA;Temporário;17
DF;GABÃO;Temporário;11
DF;EQUADOR;Residente;140
DF;CABO VERDE;Residente;18
DF;JAMAICA;Residente;3
DF;INDONÉSIA;Residente;15
DF;ITÁLIA;Temporário;16
DF;HUNGRIA;Residente;19
DF;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;10
DF;TANZÂNIA;Provisório;2
DF;FILIPINAS;Residente;80
DF;MÉXICO;Provisório;8
DF;ARGÉLIA;Residente;23
DF;EMIRADOS ÁRABES;Temporário;1
DF;AZERBAIJÃO;Temporário;1
DF;URUGUAI;Temporário;5
DF;TOGO;Provisório;7
DF;CANADÁ;Temporário;7
DF;GUATEMALA;Temporário;6
DF;PAQUISTÃO;Temporário;5
DF;ANGOLA;Provisório;7
DF;GUIANA;Residente;7
DF;TAILÂNDIA;Residente;7
DF;COSTA RICA;Residente;24
DF;PAQUISTÃO;Provisório;40
DF;AFEGANISTÃO;Residente;36
DF;COLÔMBIA;Provisório;33
DF;ESLOVÁQUIA;Residente;8
DF;TURQUIA;Residente;41
DF;AFRICA DO SUL;Temporário;7
DF;PERU;Provisório;9
DF;PORTO RICO;Temporário;1
DF;IRÃ;Temporário;11
DF;SAO TOMÉ E PRÍNCIPE;Residente;5
DF;HONDURAS;Residente;28
DF;REPÚBLICA TCHECA;Residente;14
DF;SÍRIA;Temporário;7
DF;GUATEMALA;Provisório;2
DF;INDIA;Provisório;14
DF;FILIPINAS;Provisório;31
DF;CONGO;Temporário;13
DF;BURUNDI;Residente;4
DF;CAZAQUISTÃO;Residente;7
DF;NIGÉRIA;Temporário;16
DF;SERVIA E MONTENEGRO;Residente;6
DF;HONG-KONG (R.A.E.);Residente;4
DF;ARÁBIA SAUDITA;Residente;5
DF;BARBADOS;Provisório;1
DF;COSTA DO MARFIM;Temporário;6
DF;AFEGANISTÃO;Temporário;22
DF;SÉRVIA;Residente;10
DF;ARMÊNIA;Provisório;1
DF;UCRÂNIA;Temporário;2
DF;LUXEMBURGO;Residente;3
DF;TUNÍSIA;Provisório;3
DF;LÍBANO;Temporário;2
DF;PAÍSES BAIXOS;Temporário;2
DF;UGANDA;Residente;6
DF;IRÃ;Provisório;4
DF;REP. DOMINICANA;Provisório;3
DF;BENIN;Temporário;17
DF;TAIWAN, PROVINCIA DA CHINA;Temporário;1
DF;CORÉIA DO SUL;Provisório;1
DF;CROÁCIA;Residente;4
DF;AFEGANISTÃO;Provisório;3
DF;ITÁLIA;Provisório;2
DF;ESPANHA;Provisório;5
DF;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;29
DF;JORDÂNIA;Provisório;2
DF;ARGENTINA;Provisório;2
DF;REPÚBLICA TCHECA;Temporário;1
DF;SURINAME;Provisório;3
DF;COSTA DO MARFIM;Provisório;4
DF;CAZAQUISTÃO;Temporário;2
DF;BELARUS;Temporário;2
DF;SUÍCA;Temporário;2
DF;ARGÉLIA;Temporário;3
DF;MARROCOS;Temporário;2
DF;PAÍSES BAIXOS;Provisório;3
DF;SANTA LÚCIA;Residente;1
DF;TRINIDAD E TOBAGO;Residente;7
DF;SAO TOMÉ E PRÍNCIPE;Temporário;2
DF;UGANDA;Temporário;1
DF;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;15
DF;SUDÃO;Provisório;1
DF;TCHECOSLOVAQUIA;Residente;3
DF;BÉLGICA;Temporário;2
DF;GABÃO;Provisório;1
DF;BULGÁRIA;Residente;11
DF;IÊMEN;Residente;2
DF;PALESTINA;Provisório;6
DF;ESTADOS UNIDOS;Provisório;2
DF;VIETINA;Temporário;1
DF;SRI LANKA;Residente;3
DF;AUSTRIA;Temporário;1
DF;TOGO;Temporário;3
DF;NICARÁGUA;Provisório;1
DF;LITUÂNIA;Residente;6
DF;NEPAL;Residente;6
DF;GUINÉ BISSAU;Provisório;4
DF;TADJIQUISTÃO;Residente;1
DF;EL SALVADOR;Provisório;1
DF;CAMARÕES;Provisório;8
DF;EL SALVADOR;Temporário;2
DF;APÁTRIDA;Residente;4
DF;ALBÂNIA;Residente;2
DF;FRANÇA;Provisório;2
DF;QUÊNIA;Temporário;5
DF;ROMÊNIA;Temporário;1
DF;BENIN;Residente;17
DF;UCRÂNIA;Provisório;1
DF;BURKINA FASO;Provisório;2
DF;TANZÂNIA;Temporário;1
DF;BELARUS;Residente;5
DF;QUÊNIA;Residente;6
DF;SERRA LEOA;Provisório;1
DF;ESLOVÊNIA;Residente;8
DF;NICARÁGUA;Temporário;2
DF;MALI;Residente;4
DF;ZIMBÁBUE;Residente;3
DF;ETIÓPIA;Temporário;1
DF;CAMARÕES;Temporário;7
DF;REP. CENTRO AFRICANA;Residente;2
DF;REP. MONTENEGRO;Residente;1
DF;URUGUAI;Provisório;1
DF;CAZAQUISTÃO;Provisório;1
DF;HONG-KONG (R.A.E.);Provisório;1
DF;BOTSUANA;Provisório;1
DF;BURKINA FASO;Residente;5
DF;VIETINA;Residente;5
DF;SURINAME;Residente;3
DF;TRINIDAD E TOBAGO;Provisório;1
DF;JAPÃO;Temporário;6
DF;AFRICA DO SUL;Provisório;7
DF;GUINÉ;Provisório;2
DF;GUIANA;Temporário;2
DF;BAHAMA,IS;Residente;1
DF;COSTA RICA;Temporário;3
DF;INDONÉSIA;Temporário;3
DF;SERRA LEOA;Residente;1
DF;GÂMBIA;Residente;3
DF;CABO VERDE;Temporário;4
DF;SUÉCIA;Provisório;1
DF;SOMÁLIA;Provisório;2
DF;GUINÉ EQUATORIAL;Temporário;4
DF;BOTSUANA;Residente;2
DF;LETÔNIA;Residente;3
DF;CONGO;Provisório;3
DF;JAMAICA;Temporário;1
DF;MAURITÂNIA;Residente;3
DF;REP. CENTRO AFRICANA;Provisório;1
DF;ARMÊNIA;Residente;3
DF;QUÊNIA;Provisório;7
DF;eritréia;Residente;1
DF;PORTO RICO;Residente;1
DF;EMIRADOS ÁRABES;Residente;1
DF;MAURÍCIO;Residente;1
DF;REINO UNIDO;Provisório;1
DF;LÍBIA;Provisório;2
DF;NÍGER;Provisório;1
DF;TANZÂNIA;Residente;2
DF;MALI;Provisório;1
DF;UGANDA;Provisório;1
DF;POLÔNIA;Temporário;3
DF;RUANDA;Residente;1
DF;SRI LANKA;Provisório;1
DF;HONDURAS;Temporário;5
DF;ISRAEL;Provisório;2
DF;MYANMAR;Residente;1
DF;BURUNDI;Provisório;1
DF;ISLÂNDIA;Residente;1
DF;REP. DOMINICANA;Temporário;3
DF;MACEDÔNIA;Residente;1
DF;BAREINE;Provisório;1
DF;BAHAMA,IS;Temporário;1
DF;ESTÔNIA;Residente;2
DF;UZBEQUISTÃO;Residente;1
DF;ZÂMBIA;Residente;1
DF;MONGÓLIA;Residente;1
DF;IRAQUE;Provisório;1
DF;BÓSNIA-HERZEGOVINA;Residente;1
DF;NEPAL;Temporário;1
DF;HONDURAS;Provisório;1
DF;MOLDOVA;Residente;3
DF;PORTO RICO;Provisório;1
DF;COSTA RICA;Provisório;1
DF;NAMÍBIA;Residente;1
DF;MACEDÔNIA;Temporário;1
RS;ARGENTINA;Fronteiriço;33
RS;LIECHTENSTEIN;Residente;2
MT;CHILE;Provisório;7
MT;COSTA RICA;Residente;2
MT;LÍBANO;Residente;108
MT;CHINA;Residente;74
MT;CANADÁ;Residente;28
MT;PORTUGAL;Temporário;21
MT;ESTADOS UNIDOS;Temporário;48
MT;EQUADOR;Temporário;15
MT;BOLÍVIA;Provisório;62
MT;REP. DOMINICANA;Provisório;50
MT;POLÔNIA;Residente;17
MT;TUNÍSIA;Provisório;6
MT;APÁTRIDA;Residente;25
MT;IRÃ;Residente;9
MT;SUÍCA;Provisório;1
MT;PALESTINA;Provisório;6
MT;REP. DOMINICANA;Residente;18
MT;SÍRIA;Residente;9
MT;RÚSSIA;Temporário;2
MT;ANGOLA;Temporário;20
MT;PERU;Provisório;12
MT;GUIANA;Residente;3
MT;MADAGASCAR;Residente;3
MT;FILIPINAS;Provisório;8
MT;HONDURAS;Temporário;3
MT;PARAGUAI;Provisório;9
MT;CABO VERDE;Residente;7
MT;TRINIDAD E TOBAGO;Residente;1
MT;CONGO;Provisório;2
MT;INDIA;Temporário;6
MT;GUINÉ BISSAU;Temporário;17
MT;HAITI;Provisório;14
MT;SUÍCA;Residente;29
MT;GUINÉ;Provisório;2
MT;TUNÍSIA;Residente;7
MT;GUIANA FRANCESA;Residente;7
MT;GUIANA FRANCESA;Provisório;2
MT;FRANÇA;Temporário;4
MT;ANGOLA;Residente;14
MT;AFRICA DO SUL;Residente;3
MT;DINAMARCA;Residente;3
MT;MARROCOS;Provisório;10
MT;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;3
MT;TURQUIA;Residente;5
MT;CONGO;Residente;2
MT;CAZAQUISTÃO;Residente;1
MT;MOÇAMBIQUE;Residente;7
MT;AUSTRÁLIA;Residente;9
MT;GANA;Residente;4
MT;UCRÂNIA;Residente;4
MT;GUINÉ;Residente;17
MT;MALÁSIA;Temporário;2
MT;SENEGAL;Temporário;3
MT;ARGÉLIA;Provisório;1
MT;PANAMÁ;Temporário;4
MT;RUANDA;Residente;1
MT;SUÉCIA;Residente;3
MT;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;3
MT;ARGENTINA;Provisório;7
MT;FILIPINAS;Residente;9
MT;BANGLADESH;Temporário;2
MT;IRLANDA;Residente;6
MT;DOMINICA;Provisório;7
MT;INDIA;Provisório;2
MT;BURKINA FASO;Residente;6
MT;HUNGRIA;Residente;4
MT;BÉLGICA;Residente;17
MT;FINLÂNDIA;Residente;2
MT;REP. DOMINICANA;Temporário;4
MT;COSTA RICA;Provisório;1
MT;AUSTRÁLIA;Temporário;2
MT;NORUEGA;Residente;3
MT;NIGÉRIA;Residente;3
MT;MAURITÂNIA;Provisório;1
MT;LITUÂNIA;Residente;2
MT;ESTADOS UNIDOS;Provisório;1
MT;EQUADOR;Provisório;11
MT;PALESTINA;Residente;5
MT;BANGLADESH;Residente;2
MT;URUGUAI;Temporário;1
MT;PAQUISTÃO;Residente;2
MT;ESTÔNIA;Residente;2
MT;SERVIA E MONTENEGRO;Residente;2
MT;URUGUAI;Provisório;4
MT;HUNGRIA;Temporário;1
MT;GUINÉ;Temporário;4
MT;GUATEMALA;Residente;2
MT;BÉLGICA;Provisório;1
MT;REINO UNIDO;Temporário;1
MT;NOVA ZELÂNDIA;Provisório;1
MT;COSTA DO MARFIM;Temporário;1
MT;IÊMEN;Residente;1
MT;PORTUGAL;Provisório;1
MT;ITÁLIA;Temporário;11
MT;ESPANHA;Provisório;1
MT;ESLOVÊNIA;Residente;1
MT;BÉLGICA;Temporário;1
MT;ESPANHA;Temporário;4
MT;NICARÁGUA;Temporário;3
MT;FRANÇA;Provisório;2
MT;TOGO;Provisório;1
MT;CAMARÕES;Residente;1
MT;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;3
MT;TRINIDAD E TOBAGO;Provisório;1
MT;MOÇAMBIQUE;Provisório;2
MT;CABO VERDE;Provisório;1
MT;MÉXICO;Provisório;2
MT;VIETINA;Residente;1
MT;MALTA;Residente;1
MT;MAURITÂNIA;Residente;1
MT;JAPÃO;Temporário;2
MT;VATICANO;Temporário;1
MT;GUINÉ BISSAU;Provisório;1
MT;HUNGRIA;Provisório;1
MT;FILIPINAS;Temporário;1
MA;PERU;Residente;146
MA;REINO UNIDO;Residente;42
MA;COLÔMBIA;Residente;934
MA;VENEZUELA;Residente;388
MA;ITÁLIA;Residente;345
MA;PORTUGAL;Residente;457
MA;CUBA;Residente;291
MA;BOLÍVIA;Temporário;20
MA;JAPÃO;Residente;70
MA;ARGENTINA;Residente;171
MA;ESTADOS UNIDOS;Residente;169
MA;COLÔMBIA;Temporário;758
MA;MÉXICO;Residente;20
MA;ALEMANHA;Residente;155
MA;SUÍCA;Residente;52
MA;PAÍSES BAIXOS;Residente;49
MA;COLÔMBIA;Provisório;2
MA;ANGOLA;Residente;27
MA;CHINA;Residente;253
MA;PARAGUAI;Residente;46
MA;VENEZUELA;Temporário;261
MA;REP. DOMINICANA;Residente;13
MA;COSTA RICA;Residente;6
MA;FRANÇA;Residente;111
MA;MOÇAMBIQUE;Residente;10
MA;HONDURAS;Residente;5
MA;GUINÉ BISSAU;Temporário;11
MA;CHILE;Residente;63
MA;RÚSSIA;Residente;10
MA;INDONÉSIA;Residente;5
MA;BOLÍVIA;Residente;111
MA;GRÉCIA;Residente;8
MA;ANGOLA;Temporário;57
MA;IRLANDA;Residente;7
MA;CABO VERDE;Temporário;8
MA;DINAMARCA;Residente;6
MA;CORÉIA DO SUL;Residente;10
MA;DINAMARCA;Temporário;3
MA;JAMAICA;Residente;3
MA;AUSTRÁLIA;Residente;6
MA;URUGUAI;Residente;39
MA;VENEZUELA;Provisório;65
MA;CANADÁ;Residente;65
MA;SUÉCIA;Residente;8
MA;LÍBANO;Residente;33
MA;GUIANA FRANCESA;Residente;8
MA;SENEGAL;Residente;58
MA;REP. DOMINICANA;Temporário;1
MA;ITÁLIA;Temporário;3
MA;CHINA;Temporário;47
MA;ESPANHA;Residente;125
MA;HAITI;Residente;6
MA;GUINÉ BISSAU;Residente;11
MA;TURQUIA;Residente;8
MA;MARROCOS;Residente;6
MA;CUBA;Provisório;96
MA;JORDÂNIA;Residente;1
MA;ESPANHA;Temporário;2
MA;ESTADOS UNIDOS;Temporário;4
MA;CROÁCIA;Residente;1
MA;PERU;Temporário;25
MA;NICARÁGUA;Temporário;1
MA;CUBA;Temporário;33
MA;MACAU (R.A.E.);Residente;1
MA;PORTUGAL;Temporário;20
MA;FILIPINAS;Residente;1
MA;FILIPINAS;Temporário;1
MA;PAQUISTÃO;Residente;6
MA;MÉXICO;Temporário;12
MA;HUNGRIA;Residente;2
MA;SÉRVIA;Residente;1
MA;CABO VERDE;Residente;5
MA;EQUADOR;Temporário;15
MA;CONGO;Residente;1
MA;BÉLGICA;Residente;19
MA;POLÔNIA;Residente;9
MA;INDIA;Residente;8
MA;POLÔNIA;Temporário;1
MA;EQUADOR;Residente;14
MA;MOLDOVA;Residente;1
MA;MADAGASCAR;Residente;1
MA;EGITO;Residente;5
MA;FRANÇA;Temporário;12
MA;HONDURAS;Temporário;2
MA;CANADÁ;Temporário;2
MA;HAITI;Temporário;1
MA;NIGÉRIA;Residente;7
MA;QUÊNIA;Residente;3
MA;CHILE;Temporário;7
MA;GANA;Temporário;1
MA;ARGENTINA;Temporário;13
MA;AUSTRIA;Residente;12
MA;APÁTRIDA;Residente;1
MA;URUGUAI;Temporário;1
MA;PAÍSES BAIXOS;Temporário;1
MA;FINLÂNDIA;Residente;3
MA;LUXEMBURGO;Residente;1
MA;SURINAME;Residente;5
MA;EL SALVADOR;Residente;10
MA;BENIN;Residente;2
MA;NOVA ZELÂNDIA;Residente;1
MA;SERRA LEOA;Residente;1
MA;PAQUISTÃO;Provisório;1
MA;GUIANA;Residente;2
MA;CONGO;Temporário;8
MA;TOGO;Temporário;1
MA;ALEMANHA;Temporário;7
MA;GANA;Residente;2
MA;PANAMÁ;Residente;4
MA;eritréia;Residente;1
MA;SUÉCIA;Temporário;1
MA;VIETINA;Temporário;1
MA;CAMARÕES;Residente;4
MA;NICARÁGUA;Residente;4
MA;ROMÊNIA;Residente;2
MA;SUÍCA;Temporário;1
MA;REPÚBLICA TCHECA;Residente;1
MA;LIECHTENSTEIN;Residente;1
MA;IRÃ;Residente;2
MA;HAITI;Provisório;1
MA;BANGLADESH;Residente;2
MA;NORUEGA;Residente;3
MA;SAO TOMÉ E PRÍNCIPE;Residente;2
MA;PERU;Provisório;1
MA;SENEGAL;Temporário;1
MA;RÚSSIA;Temporário;2
MA;COSTA RICA;Temporário;1
MA;ARGÉLIA;Residente;2
MA;ESLOVÊNIA;Residente;1
MA;MOÇAMBIQUE;Temporário;3
MA;TUNÍSIA;Residente;5
MA;JAMAICA;Temporário;1
MA;LETÔNIA;Residente;1
MA;UCRÂNIA;Residente;1
MA;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;2
MA;MASCATE;Residente;1
MA;SÍRIA;Residente;12
MA;GUINÉ;Residente;1
MA;ARGENTINA;Provisório;2
MA;NIGÉRIA;Temporário;1
